date,brick_low,brick_high,direction,trend
2022-02-13,2886.9169887966596,2951.0678134494374,down,4
2022-02-15,2951.0678134494374,3015.218638102215,up,1
2022-02-15,3015.218638102215,3079.369462754993,up,2
2022-02-15,3079.369462754993,3143.520287407771,up,3
2022-02-17,3015.218638102215,3079.369462754993,down,1
2022-02-17,2951.0678134494374,3015.218638102215,down,2
2022-02-17,2886.9169887966596,2951.0678134494374,down,3
2022-02-18,2822.7661641438817,2886.9169887966596,down,4
2022-02-20,2758.615339491104,2822.7661641438817,down,5
2022-02-20,2694.464514838326,2758.615339491104,down,6
2022-02-20,2630.3136901855482,2694.464514838326,down,7
2022-02-25,2694.464514838326,2758.615339491104,up,1
2022-02-27,2630.3136901855482,2694.464514838326,down,7
2022-02-28,2694.464514838326,2758.615339491104,up,1
2022-02-28,2758.615339491104,2822.7661641438817,up,2
2022-02-28,2822.7661641438817,2886.9169887966596,up,3
2022-03-01,2886.9169887966596,2951.0678134494374,up,4
2022-03-04,2822.7661641438817,2886.9169887966596,down,1
2022-03-04,2758.615339491104,2822.7661641438817,down,2
